day_index,asof_or_hold,n_layers,gross_exposure,gross_return,two_way_turnover,cost,net_return,nav,drawdown
1,2026-08-11,1,1.0,-0.008339740311311364,0.9999999999999869,0.005999999999999921,-0.014339740311311286,0.9856602596886888,-0.014339740311311244
2,2026-08-12,1,1.0,-0.001048859343918125,0.6664617654290684,0.003998770592574411,-0.005047629936492536,0.9806850114546731,-0.019314988545326872
3,2026-08-13,1,1.0,-0.0031380876666877227,0.5399239120142111,0.0032395434720852664,-0.0063776311387729896,0.9744305641882919,-0.02556943581170812
4,2026-08-14,1,1.0,-0.009696815013461415,0.6063353089793906,0.003638011853876344,-0.013334826867337758,0.9614367013205988,-0.038563298679401226
5,2026-08-17,1,1.0,0.0006872900665272053,0.5637888046027387,0.0033827328276164323,-0.002695442761089227,0.9588452037237787,-0.04115479627622132
6,2026-08-18,1,1.0,0.03602887210325058,0.5669240498256967,0.0034015442989541803,0.0326273278042964,0.9901297604992517,-0.009870239500748279
7,2026-08-19,1,1.0,0.006402227854167242,0.6465961034926601,0.0038795766209559603,0.0025226512332112818,0.9926275125606143,-0.007372487439385678
8,2026-08-20,1,1.0,-0.0064208498192047745,0.5265979775866059,0.0031595878655196353,-0.00958043768472441,0.9831177065323844,-0.016882293467615606
9,2026-08-21,1,1.0,0.010859642542922265,0.5722244953265544,0.0034333469719593263,0.0074262955709629395,0.9904186292021411,-0.009581370797858924
10,2026-08-24,1,1.0,0.00734761693828605,0.6490359562272079,0.003894215737363247,0.0034534012009228027,0.9938389420856442,-0.006161057914355839
11,2026-08-25,1,1.0,0.006342953880529615,0.6571692805245517,0.003943015683147311,0.002399938197382304,0.9962240941248015,-0.003775905875198493
12,2026-08-26,1,1.0,-0.023349823211277394,0.620965524138104,0.003725793144828624,-0.027075616356106016,0.9692507127475691,-0.030749287252430868
13,2026-08-27,1,1.0,0.014147303263532385,0.5465990027015953,0.003279594016209572,0.010867709247322813,0.9797842476814701,-0.0202157523185299
14,2026-08-28,1,1.0,-0.007974197838777978,0.4790408360853613,0.002874245016512168,-0.010848442855290146,0.9691551142599842,-0.03084488574001576
15,2026-08-31,1,1.0,0.02478978674320144,0.49204896616665733,0.002952293796999944,0.021837492946201496,0.9903190322314118,-0.009680967768588178
16,2026-09-01,1,1.0,0.0037635364058212013,0.4381874701099945,0.002629124820659967,0.0011344115851612342,0.9914424616145808,-0.008557538385419172
17,2026-09-02,1,1.0,-0.007103628084638791,0.42021361390084394,0.0025212816834050637,-0.009624909768043855,0.9818999173813332,-0.018100082618666802
18,2026-09-03,1,1.0,0.024233180644694492,0.4225933640827229,0.0025355601844963375,0.021697620460198155,1.0032048091185732,0.0
