day_index,asof_or_hold,n_layers,gross_exposure,gross_return,two_way_turnover,cost,net_return,nav,drawdown
1,2026-08-11,1,0.1,-0.0010808868657091804,0.09999999999999906,0.0005999999999999944,-0.0016808868657091748,0.9983191131342908,-0.001680886865709219
2,2026-08-12,2,0.2,-0.0006419857949571645,0.09999999999999906,0.0005999999999999944,-0.0012419857949571588,0.9970792149769437,-0.0029207850230562604
3,2026-08-13,3,0.30000000000000004,-0.0010884526685264097,0.09999999999999906,0.0005999999999999944,-0.0016884526685264042,0.9953956939156837,-0.004604306084316279
4,2026-08-14,4,0.4,-0.003910694416606637,0.09999999999999906,0.0005999999999999944,-0.004510694416606632,0.990905768116824,-0.00909423188317604
5,2026-08-17,5,0.5,0.002367692126472056,0.09999999999999906,0.0005999999999999944,0.0017676921264720617,0.9926573844411998,-0.007342615558800225
6,2026-08-18,6,0.6000000000000001,0.01681809495371831,0.09999999999999941,0.0005999999999999965,0.016218094953718315,1.0087563961585768,0.0
7,2026-08-19,7,0.7000000000000001,0.002053971057196899,0.09999999999999941,0.0005999999999999965,0.0014539710571969027,1.0102230987623535,0.0
8,2026-08-20,8,0.8,-0.003517171755681748,0.0999999999999994,0.0005999999999999964,-0.004117171755681744,1.0060638367531918,-0.0041171717556818255
9,2026-08-21,9,0.9,0.0083669886495198,0.0999999999999994,0.0005999999999999964,0.007766988649519803,1.013877923153946,0.0
10,2026-08-24,10,1.0,0.0024396162246908652,0.0999999999999994,0.0005999999999999964,0.0018396162246908689,1.0157430694312362,0.0
11,2026-08-25,10,1.0,0.005156629733229218,0.14826254826254626,0.0008895752895752776,0.00426705444365394,1.0200773004092636,0.0
12,2026-08-26,10,1.0,-0.030434626603647347,0.14555984555984364,0.0008733590733590619,-0.031307985677006406,0.988140734898611,-0.031307985677006434
13,2026-08-27,10,1.0,0.015016725443427728,0.13938223938223765,0.0008362934362934259,0.014180432007134303,1.0021529974033205,-0.017571514432045188
14,2026-08-28,10,1.0,-0.0074374974525938655,0.13938223938223765,0.0008362934362934259,-0.008273790888887292,0.9938613930641339,-0.025699922284920573
15,2026-08-31,10,1.0,0.027736906564092275,0.132818532818532,0.0007969111969111921,0.026939995367181082,1.020636014388902,0.0
16,2026-09-01,10,1.0,0.003823779901731568,0.13527131782945684,0.0008116279069767411,0.003012151994754827,1.0237103251955622,0.0
17,2026-09-02,10,1.0,-0.006223551418699914,0.1333333333333327,0.0007999999999999961,-0.00702355141869991,1.016520243088697,-0.007023551418700036
18,2026-09-03,10,1.0,0.03031022730718945,0.13759689922480556,0.0008255813953488334,0.029484645911840617,1.0464919825183854,0.0
19,hold+1,9,0.9,-0.03481397222977087,0.09999999999999938,0.0005999999999999963,-0.035413972229770864,1.0094315445108015,-0.03541397222977072
20,hold+2,8,0.8,0.009192024220114281,0.09999999999999935,0.0005999999999999962,0.008592024220114285,1.0181046047897857,-0.027126225716785135
21,hold+3,7,0.7000000000000001,-0.0015948364717999284,0.09999999999999935,0.0005999999999999962,-0.0021948364717999246,1.0158700316710856,-0.02926152455903963
22,hold+4,6,0.6000000000000001,0.0030632657187606533,0.09999999999999931,0.0005999999999999959,0.0024632657187606574,1.0183723894948173,-0.02687033775060388
23,hold+5,5,0.5,0.003745728741733136,0.09999999999999921,0.0005999999999999953,0.0031457287417331406,1.0215759127902386,-0.023809135802632886
24,hold+6,4,0.4,-0.004518463754512902,0.09999999999999941,0.0005999999999999965,-0.0051184637545128985,1.0163470135081385,-0.028805733358513552
25,hold+7,3,0.30000000000000004,-0.0020708675318085795,0.09999999999999969,0.0005999999999999981,-0.0026708675318085776,1.013632485268709,-0.03139966459236487
26,hold+8,2,0.2,-0.00499982891483856,0.09999999999999969,0.0005999999999999981,-0.0055998289148385585,1.0079563167686816,-0.036823660757502985
27,hold+9,1,0.1,-0.0004285826376082948,0.09999999999999969,0.0005999999999999981,-0.0010285826376082929,1.0069195504017856,-0.03781436721700304
